annotator,item_id,text,triples,triples_surface_form,triples_label_form,feature_one,feature_two,feature_four,feature_five,feature_six,feature_seven
20,433,"Umweltkrisen, Kriege, Kapitalismus, Managementfehler - Außerdem wird das Gefühl, dass Preise steigen ausgenutzt, um nochmals einen Anteil aufzusatteln und Gewinne zu steigern. - inflation.","[('Nq1GcwBFhs', [], '848616'), ('315788', [], '848616'), ('rdK4_fl2cr', [], '5aGoBEaD0w'), ('5aGoBEaD0w', [], '848616')]","[('Umweltkrisen', [], 'inflation'), ('Kriege', [], 'inflation'), ('Preise', [], 'ausgenutzt'), ('ausgenutzt', [], 'inflation')]","[('Klimawandel', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Inflation', [], 'Preistreiberei'), ('Preistreiberei', [], 'Inflation')]","{'Preistreiberei', 'Klimawandel', 'Krieg'}","{'Krieg', 'Preistreiberei', 'Klimawandel'}","{('Inflation', '()', 'Preistreiberei'), ('Klimawandel', '()', 'Inflation'), ('Preistreiberei', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Inflation', '()', 'Andere'), ('Andere', '()', 'Inflation')}","{('Klimawandel', '()', 'Inflation'), ('Preistreiberei', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Inflation', '()', 'Andere'), ('Andere', '()', 'Inflation')}"
20,434,"Politische Entscheidungen, Weltpolitische entwicklungen - …ist zum großen Teil hausgemacht, insbesondere im Bereich der Energiekosten (zusätzliche Abgaben).  Die hohen Soialkosten lähmen dazu. Oben drauf ist die weltpolitische Lage fragil. - inflation.","[('863585', [], '716532'), ('wQeN-QIMSQ', [], '716532')]","[('Politische Entscheidungen', [], 'inflation'), ('Soialkosten', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation'), ('Staatsausgaben', [], 'Inflation')]","{'Politisches Missmanagement', 'Staatsausgaben'}","{'Politisches Missmanagement', 'Staatsausgaben'}","{('Politisches Missmanagement', '()', 'Inflation'), ('Staatsausgaben', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Politisches Missmanagement', '()', 'Inflation'), ('Staatsausgaben', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,435,"Corona Pandemie, Ukraine Krieg - Manche Rohstoffe und Waren wurden weniger, die Nachfrage stieg, die Beschaffungskosten stiegen, die Menschen mussten mehr dafür bezahlen. - inflation.","[('224768', [], 'Gm7ZQJkH9f'), ('110263', [], 'Gm7ZQJkH9f'), ('Gm7ZQJkH9f', [], '723549'), ('114261', [], '723549')]","[('Corona Pandemie', [], 'Rohstoffe'), ('Ukraine Krieg', [], 'Rohstoffe'), ('Rohstoffe', [], 'inflation'), ('Nachfrage', [], 'inflation')]","[('Pandemie', [], 'Angebot (Rest)'), ('Krieg', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]",{'Angebot (Rest)'},"{'Krieg', 'Pandemie', 'Angebot (Rest)'}","{('Angebot (Rest)', '()', 'Inflation'), ('Pandemie', '()', 'Angebot (Rest)'), ('Krieg', '()', 'Angebot (Rest)')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Angebot (Rest)', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,436,"Energie, Weltpolitische Situation - Unsicherheiten aufgrund des Krieges führen zu hoher Volatilität in Energiepreisen und Rohstoffpreise, welche sich auf Endprodukt durchschlagen - inflation.","[('755566', [], '933500'), ('755566', [], '711555'), ('711555', [], '289891'), ('933500', [], '289891')]","[('Krieges', [], 'Energiepreisen'), ('Krieges', [], 'Rohstoffpreise'), ('Rohstoffpreise', [], 'inflation'), ('Energiepreisen', [], 'inflation')]","[('Krieg', [], 'Hohe Energiepreise'), ('Krieg', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Angebot (Rest)', 'Hohe Energiepreise'}","{'Hohe Energiepreise', 'Krieg', 'Angebot (Rest)'}","{('Angebot (Rest)', '()', 'Inflation'), ('Krieg', '()', 'Angebot (Rest)'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Hohe Energiepreise')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Angebot (Rest)', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,437,"Energiepreisantsieg, Krieg, Lieferketten - Verteuerung der Produktion, zu viel Waren aus dem Ausland - inflation.","[('uC6QeUhk-7', [], '845702'), ('658549', [], '845702'), ('E6JnWQOqib', [], '845702')]","[('Energiepreisantsieg', [], 'inflation'), ('Krieg', [], 'inflation'), ('Produktion', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Angebot (Rest)', 'Hohe Energiepreise', 'Krieg'}","{'Angebot (Rest)', 'Hohe Energiepreise', 'Krieg'}","{('Angebot (Rest)', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Angebot (Rest)', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,439,"Energie Preise, CO2 Steuer, Ukraine Krieg, Emigration - Die steigenden Energiekosten, aufgrund des Krieges in der Ukraine.  - inflation.","[('UOj7OBMzEv', [], '390059'), ('500115', [], '9LKbcpw2wp'), ('9LKbcpw2wp', [], '390059'), ('kABz7uhO3c', [], '390059')]","[('Steuer', [], 'inflation'), ('Krieges', [], 'Energiekosten'), ('Energiekosten', [], 'inflation'), ('Emigration', [], 'inflation')]","[('Steuererhöhungen', [], 'Inflation'), ('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Migration', [], 'Inflation')]","{'Migration', 'Hohe Energiepreise', 'Steuererhöhungen'}","{'Hohe Energiepreise', 'Krieg', 'Steuererhöhungen', 'Migration'}","{('Migration', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Hohe Energiepreise'), ('Steuererhöhungen', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Migration', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Steuererhöhungen', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,442,"die Rohstoffkosten sind stark gestiegen, die Energiekosten sind gestiegen - teilweise mit dem Ukrainekrieg - inflation.","[('685235', [], '6cyFSFSFwC'), ('685235', [], 'SB93_inrhZ'), ('SB93_inrhZ', [], '774896'), ('6cyFSFSFwC', [], '774896')]","[('Ukrainekrieg', [], 'Energiekosten'), ('Ukrainekrieg', [], 'Rohstoffkosten'), ('Rohstoffkosten', [], 'inflation'), ('Energiekosten', [], 'inflation')]","[('Krieg', [], 'Hohe Energiepreise'), ('Krieg', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Angebot (Rest)', 'Hohe Energiepreise'}","{'Hohe Energiepreise', 'Krieg', 'Angebot (Rest)'}","{('Angebot (Rest)', '()', 'Inflation'), ('Krieg', '()', 'Angebot (Rest)'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Hohe Energiepreise')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Angebot (Rest)', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,443,"Russland Ukraine Konflikt, Corona - Auf durch Corona geschwächte Wirtschaft folgte der Energiepreisschock durch die Russland-Sanktionen. Dazu noch sich verstärkende Auswirkungen auf Preise durch Russlandsanktionen. - inflation.","[('849707', [], 'RqRWVGMcbB'), ('EYf8BzZzeC', [], 'T4cuekvPUx'), ('880691', [], 'T4cuekvPUx'), ('T4cuekvPUx', [], '247937'), ('RqRWVGMcbB', [], 'T4cuekvPUx'), ('rXEAv8ZUTg', [], '247937')]","[('Corona', [], 'Wirtschaft'), ('Russland', [], 'Energiepreisschock'), ('Russland Ukraine Konflikt', [], 'Energiepreisschock'), ('Energiepreisschock', [], 'inflation'), ('Wirtschaft', [], 'Energiepreisschock'), ('Russlandsanktionen', [], 'inflation')]","[('Pandemie', [], 'Ökonomische Krise'), ('Geopolitik', [], 'Hohe Energiepreise'), ('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Ökonomische Krise', [], 'Hohe Energiepreise'), ('Geopolitik', [], 'Inflation')]","{'Geopolitik', 'Hohe Energiepreise'}","{'Hohe Energiepreise', 'Krieg', 'Pandemie', 'Ökonomische Krise', 'Geopolitik'}","{('Ökonomische Krise', '()', 'Hohe Energiepreise'), ('Pandemie', '()', 'Ökonomische Krise'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Hohe Energiepreise'), ('Geopolitik', '()', 'Hohe Energiepreise'), ('Geopolitik', '()', 'Inflation')}","{('Andere', '()', 'Inflation'), ('Angebot', '()', 'Inflation'), ('Andere', '()', 'Andere'), ('Andere', '()', 'Angebot')}","{('Hohe Energiepreise', '()', 'Inflation'), ('Geopolitik', '()', 'Inflation')}","{('Andere', '()', 'Inflation'), ('Angebot', '()', 'Inflation'), ('Andere', '()', 'Andere'), ('Andere', '()', 'Angebot')}"
20,444,"mangelhafte politik, unfähige Berater und politiker - Sehr SPD und Grüne haben Deutschland an die Wand gefahren, schlecht reagiert und agiert und allen ndren die Schuld gegeben - inflation.","[('302670', [], '718548')]","[('mangelhafte politik', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation')]",{'Politisches Missmanagement'},{'Politisches Missmanagement'},"{('Politisches Missmanagement', '()', 'Inflation')}","{('Andere', '()', 'Inflation')}","{('Politisches Missmanagement', '()', 'Inflation')}","{('Andere', '()', 'Inflation')}"
20,445,"Der Ukraine Krieg, Der Krieg im NahenOsten, Auswirkungen der Pandemie - Während der Pandemie kam es zu Lieferengpässen und Rohstoffmangel. Außerdem haben viele ihre Jobs verloren. Dies hatte auch Auswirkungen auf die Wirtschaft. Beim Krieg ist es so ähnlich.  - inflation.","[('302367', [], '208896'), ('302367', [], '638039'), ('794713', [], '483056'), ('638039', [], '483056'), ('302367', [], '483056'), ('794713', [], '208896'), ('794713', [], '638039')]","[('Pandemie', [], 'Lieferengpässen'), ('Pandemie', [], 'Rohstoffmangel'), ('Der Ukraine Krieg', [], 'inflation'), ('Rohstoffmangel', [], 'inflation'), ('Pandemie', [], 'inflation'), ('Der Ukraine Krieg', [], 'Lieferengpässen'), ('Der Ukraine Krieg', [], 'Rohstoffmangel')]","[('Pandemie', [], 'Lieferkettenprobleme'), ('Pandemie', [], 'Angebot (Rest)'), ('Krieg', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation'), ('Pandemie', [], 'Inflation'), ('Krieg', [], 'Lieferkettenprobleme'), ('Krieg', [], 'Angebot (Rest)')]","{'Pandemie', 'Angebot (Rest)', 'Krieg'}","{'Lieferkettenprobleme', 'Krieg', 'Pandemie', 'Angebot (Rest)'}","{('Angebot (Rest)', '()', 'Inflation'), ('Krieg', '()', 'Lieferkettenprobleme'), ('Pandemie', '()', 'Lieferkettenprobleme'), ('Pandemie', '()', 'Inflation'), ('Krieg', '()', 'Inflation'), ('Pandemie', '()', 'Angebot (Rest)'), ('Krieg', '()', 'Angebot (Rest)')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Angebot (Rest)', '()', 'Inflation'), ('Pandemie', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,446,"energiepreisanstieg, Lieferkettenprobleme - garnicht - inflation.","[('554616', [], '977099'), ('297916', [], '977099')]","[('energiepreisanstieg', [], 'inflation'), ('Lieferkettenprobleme', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Lieferkettenprobleme', [], 'Inflation')]","{'Lieferkettenprobleme', 'Hohe Energiepreise'}","{'Lieferkettenprobleme', 'Hohe Energiepreise'}","{('Lieferkettenprobleme', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation')}","{('Lieferkettenprobleme', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation')}"
20,447,"Ausländeranteil, Energiepreiserhöhungen - Die Energiekosten werden auf die Lebensmittelpreise aufgeschlagen - inflation.","[('739229', [], '265089'), ('bVf8pXOVFK', [], '265089'), ('wv59llN2_x', [], '456567'), ('456567', [], '265089')]","[('Energiepreiserhöhungen', [], 'inflation'), ('Ausländeranteil', [], 'inflation'), ('Energiekosten', [], 'Lebensmittelpreise'), ('Lebensmittelpreise', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Migration', [], 'Inflation'), ('Hohe Energiepreise', [], 'Lebensmittelpreise'), ('Lebensmittelpreise', [], 'Inflation')]","{'Migration', 'Lebensmittelpreise', 'Hohe Energiepreise'}","{'Lebensmittelpreise', 'Hohe Energiepreise', 'Migration'}","{('Migration', '()', 'Inflation'), ('Lebensmittelpreise', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Lebensmittelpreise')}","{('Angebot', '()', 'Angebot'), ('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Migration', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Lebensmittelpreise', '()', 'Inflation')}","{('Angebot', '()', 'Angebot'), ('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,449,"Energiepreise, Schuldenaufnahme - Hohe Energiepreise lassen Herstellungskosten steigen. Somit steigen die Verbraucherpreise.  - inflation.","[('311621', [], '4Z__bnkC93'), ('4Z__bnkC93', [], '611505'), ('947907', [], '611505')]","[('Hohe Energiepreise', [], 'Herstellungskosten'), ('Herstellungskosten', [], 'inflation'), ('Schuldenaufnahme', [], 'inflation')]","[('Hohe Energiepreise', [], 'Angebot (Rest)'), ('Angebot (Rest)', [], 'Inflation'), ('Staatsausgaben', [], 'Inflation')]","{'Staatsausgaben', 'Angebot (Rest)'}","{'Staatsausgaben', 'Hohe Energiepreise', 'Angebot (Rest)'}","{('Hohe Energiepreise', '()', 'Angebot (Rest)'), ('Staatsausgaben', '()', 'Inflation'), ('Angebot (Rest)', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation'), ('Angebot', '()', 'Inflation'), ('Angebot', '()', 'Angebot')}","{('Angebot (Rest)', '()', 'Inflation'), ('Staatsausgaben', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation'), ('Angebot', '()', 'Inflation'), ('Angebot', '()', 'Angebot')}"
20,450,Ukraine  - Bin mir nicht sicher  - inflation.,"[('YSmn-PO9JZ', [], '164293')]","[('Ukraine', [], 'inflation')]","[('Krieg', [], 'Inflation')]",{'Krieg'},{'Krieg'},"{('Krieg', '()', 'Inflation')}","{('Andere', '()', 'Inflation')}","{('Krieg', '()', 'Inflation')}","{('Andere', '()', 'Inflation')}"
20,451,"starke Gelddruckerei - Geld entwertung, dollar bricht zusammen - inflation.","[('bhmuLSccXJ', [], '905172')]","[('Gelddruckerei', [], 'inflation')]","[('Geldpolitik', [], 'Inflation')]",{'Geldpolitik'},{'Geldpolitik'},"{('Geldpolitik', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation')}","{('Geldpolitik', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation')}"
20,453,Ukraine Krieg - Die Verhinderung der Lieferung aus der Ukraine durch Russland haben vorallem die Preise für Getreide in die Höhe getrieben. - inflation.,"[('978482', [], 'cHZnzPfe2N'), ('cHZnzPfe2N', [], '659841')]","[('Ukraine Krieg', [], 'Getreide'), ('Getreide', [], 'inflation')]","[('Krieg', [], 'Lebensmittelpreise'), ('Lebensmittelpreise', [], 'Inflation')]",{'Lebensmittelpreise'},"{'Lebensmittelpreise', 'Krieg'}","{('Krieg', '()', 'Lebensmittelpreise'), ('Lebensmittelpreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Lebensmittelpreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,455,Strom Heizung  - weil die Kosten höher geworden sind - inflation.,"[('clupYFtXfJ', [], '462157')]","[('Strom Heizung', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},{'Hohe Energiepreise'},"{('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation')}","{('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation')}"
20,457,"Krieg Ukraine, Sanktionen gegen Russland, Zusammenbruch von Lieferketten - Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. Auf der einen Seite hat ein Staat Werte . Wenn ein anderer krass dagegen verstößt , sind Sanktionen richtig. Allerdings sehr schwer einzuhalten, wenn es sich um einen der größten Handelspartner handelt. - inflation.","[('467055', [], '8hpXWeG30h'), ('8hpXWeG30h', [], '456486'), ('456486', [], '388998')]","[('Krieg', [], 'Sanktionen'), ('Sanktionen', [], 'Zusammenbruch von Lieferketten'), ('Zusammenbruch von Lieferketten', [], 'inflation')]","[('Krieg', [], 'Geopolitik'), ('Geopolitik', [], 'Lieferkettenprobleme'), ('Lieferkettenprobleme', [], 'Inflation')]",{'Lieferkettenprobleme'},"{'Lieferkettenprobleme', 'Krieg', 'Geopolitik'}","{('Lieferkettenprobleme', '()', 'Inflation'), ('Geopolitik', '()', 'Lieferkettenprobleme'), ('Krieg', '()', 'Geopolitik')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Andere'), ('Andere', '()', 'Angebot')}","{('Lieferkettenprobleme', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Andere'), ('Andere', '()', 'Angebot')}"
20,459,"Migration, Sinkendes Wirtschaftswachstum, Arbeitskräftemangel - Durch fehlende Arbeitskräfte und hohe Energiekosten gab es viele Insolvenzen. Migranten ersetzen keine Arbeitskräfte sondern belasten das System. - inflation.","[('tEDnuQgRXU', [], '541598'), ('718683', [], '541598'), ('SAHGwrQ9GU', [], '541598'), ('8m1Yb2carv', [], '541598')]","[('Wirtschaftswachstum', [], 'inflation'), ('Arbeitskräftemangel', [], 'inflation'), ('Migration', [], 'inflation'), ('Energiekosten', [], 'inflation')]","[('Ökonomische Krise', [], 'Inflation'), ('Arbeitskräftemangel', [], 'Inflation'), ('Migration', [], 'Inflation'), ('Hohe Energiepreise', [], 'Inflation')]","{'Migration', 'Ökonomische Krise', 'Arbeitskräftemangel', 'Hohe Energiepreise'}","{'Hohe Energiepreise', 'Migration', 'Ökonomische Krise', 'Arbeitskräftemangel'}","{('Migration', '()', 'Inflation'), ('Arbeitskräftemangel', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Ökonomische Krise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Migration', '()', 'Inflation'), ('Arbeitskräftemangel', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Ökonomische Krise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,461,"Höhere Energiekosten , Lohnsteigerungen, Krieg, Umwelt - Die gesteigerten  Lohnkosten werden auf den Preis aufgeschlagen  - inflation.","[('P4egspjy6J', [], '174960'), ('719064', [], '174960'), ('251617', [], '174960'), ('158757', [], '174960')]","[('Energiekosten', [], 'inflation'), ('Lohnsteigerungen', [], 'inflation'), ('Krieg', [], 'inflation'), ('Umwelt', [], 'inflation')]","[('Hohe Energiepreise', [], 'Inflation'), ('Löhne', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Klimawandel', [], 'Inflation')]","{'Löhne', 'Klimawandel', 'Hohe Energiepreise', 'Krieg'}","{'Löhne', 'Hohe Energiepreise', 'Krieg', 'Klimawandel'}","{('Krieg', '()', 'Inflation'), ('Klimawandel', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Löhne', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Löhne', '()', 'Inflation'), ('Hohe Energiepreise', '()', 'Inflation'), ('Klimawandel', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,463,"Hohe Energiepreise, Krieg in der Ukraine - Durch den Krieg in der Ukraine sind bei uns die Energiepreise gestiegen. Es geht hauptsächlich um das günstige russische Gas, das nicht mehr zur Verfügung stand  - inflation.","[('971944', [], '125932'), ('125932', [], '366484')]","[('Krieg in der Ukraine', [], 'Energiepreise'), ('Energiepreise', [], 'inflation')]","[('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation')]",{'Hohe Energiepreise'},"{'Hohe Energiepreise', 'Krieg'}","{('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Hohe Energiepreise')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Hohe Energiepreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,464,"Russlands Überfall auf die Ukraine und die daraus resultierende Energieverknappung, dadurch stark gestiegene Energiekosten, Gelegenheit macht Preiserhöhung: Lebensmittelkonzerne haben Preise stärker erhöht als es erforderlich gewesen wäre - ich bin doch kein Wirtschaftsforscher, vllt. hängen die Faktoren gar nicht miteinander zusammen? Auch einzelne Krankheiten können bekanntlich bei gemeinsamen Auftreten tödlich wirken. 
 - inflation.","[('491266', [], 'Z1JXkI99MC'), ('Z1JXkI99MC', [], '392073'), ('jBjv92m5Hp', [], '2gW3cHH6-C'), ('2gW3cHH6-C', [], '392073')]","[('Russlands Überfall auf die Ukraine', [], 'Energieverknappung'), ('Energieverknappung', [], 'inflation'), ('stärker erhöht', [], 'Lebensmittelkonzerne'), ('Lebensmittelkonzerne', [], 'inflation')]","[('Krieg', [], 'Hohe Energiepreise'), ('Hohe Energiepreise', [], 'Inflation'), ('Preistreiberei', [], 'Lebensmittelpreise'), ('Lebensmittelpreise', [], 'Inflation')]","{'Lebensmittelpreise', 'Hohe Energiepreise'}","{'Lebensmittelpreise', 'Hohe Energiepreise', 'Krieg', 'Preistreiberei'}","{('Preistreiberei', '()', 'Lebensmittelpreise'), ('Hohe Energiepreise', '()', 'Inflation'), ('Krieg', '()', 'Hohe Energiepreise'), ('Lebensmittelpreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}","{('Hohe Energiepreise', '()', 'Inflation'), ('Lebensmittelpreise', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Angebot')}"
20,466,Krieg - Rohstoffmangel - inflation.,"[('698405', [], '291029'), ('eEv84_wl_h', [], '291029')]","[('Krieg', [], 'inflation'), ('Rohstoffmangel', [], 'inflation')]","[('Krieg', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Angebot (Rest)', 'Krieg'}","{'Angebot (Rest)', 'Krieg'}","{('Angebot (Rest)', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Angebot (Rest)', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Angebot', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,467,"Corona, Krieg, Wirtschafts wachstum, Politik, Staatsverschuldung - Ich denke das sie wie Zahnräder inneina der greifen
Jedenfals will die propaganda das wir das glauben 
Denn wer ordentlich wirtschaftet dem kann die inflation Au h nichts anhaben 
 - inflation.","[('497812', [], '863623'), ('cMtQRvdiFj', [], '863623'), ('543727', [], '863623'), ('516865', [], '863623'), ('892135', [], '863623')]","[('Politik', [], 'inflation'), ('Wirtschafts wachstum,', [], 'inflation'), ('Staatsverschuldung', [], 'inflation'), ('Krieg', [], 'inflation'), ('Corona', [], 'inflation')]","[('Politisches Missmanagement', [], 'Inflation'), ('Ökonomische Krise', [], 'Inflation'), ('Staatsausgaben', [], 'Inflation'), ('Krieg', [], 'Inflation'), ('Pandemie', [], 'Inflation')]","{'Krieg', 'Politisches Missmanagement', 'Pandemie', 'Staatsausgaben', 'Ökonomische Krise'}","{'Staatsausgaben', 'Krieg', 'Politisches Missmanagement', 'Pandemie', 'Ökonomische Krise'}","{('Politisches Missmanagement', '()', 'Inflation'), ('Ökonomische Krise', '()', 'Inflation'), ('Pandemie', '()', 'Inflation'), ('Krieg', '()', 'Inflation'), ('Staatsausgaben', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation'), ('Andere', '()', 'Inflation')}","{('Politisches Missmanagement', '()', 'Inflation'), ('Ökonomische Krise', '()', 'Inflation'), ('Pandemie', '()', 'Inflation'), ('Krieg', '()', 'Inflation'), ('Staatsausgaben', '()', 'Inflation')}","{('Nachfrage', '()', 'Inflation'), ('Andere', '()', 'Inflation')}"
20,468,"Corona , Neue Politiker , Alles teurer geworden , Krieg , Russland  - Ich denke die Inflation ist sehr schwierig für alle  - inflation.","[('711449', [], '137336'), ('rW5aMn6KUR', [], '137336'), ('511837', [], '137336')]","[('Corona', [], 'inflation'), ('Politiker', [], 'inflation'), ('Krieg', [], 'inflation')]","[('Pandemie', [], 'Inflation'), ('Politisches Missmanagement', [], 'Inflation'), ('Krieg', [], 'Inflation')]","{'Politisches Missmanagement', 'Pandemie', 'Krieg'}","{'Politisches Missmanagement', 'Pandemie', 'Krieg'}","{('Politisches Missmanagement', '()', 'Inflation'), ('Pandemie', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Andere', '()', 'Inflation')}","{('Politisches Missmanagement', '()', 'Inflation'), ('Pandemie', '()', 'Inflation'), ('Krieg', '()', 'Inflation')}","{('Andere', '()', 'Inflation')}"
20,469,"Lieferengpässe , Preisanstiege auf den vorgelagerten Wirtschaftsstufen - Durch Krisensituationen entstanden Lieferengpässe. Dadurch wurden generell viele Sachen teurer. Zudem stiegen dann die Preise der vorgelagerten Wirtschaftsstufen  - inflation.","[('811017', [], '793562'), ('_7edCqRgt0', [], '793562')]","[('Lieferengpässe', [], 'inflation'), ('Preisanstiege', [], 'inflation')]","[('Lieferkettenprobleme', [], 'Inflation'), ('Angebot (Rest)', [], 'Inflation')]","{'Lieferkettenprobleme', 'Angebot (Rest)'}","{'Lieferkettenprobleme', 'Angebot (Rest)'}","{('Angebot (Rest)', '()', 'Inflation'), ('Lieferkettenprobleme', '()', 'Inflation')}","{('Angebot', '()', 'Inflation')}","{('Angebot (Rest)', '()', 'Inflation'), ('Lieferkettenprobleme', '()', 'Inflation')}","{('Angebot', '()', 'Inflation')}"
