inner_id,text,annotator_5,annotator_7,annotator_8,annotator_9,label
11,"Schlesinger Says World May Face New Oil Crisis By 1992

 

  WASHINGTON -DJ- Former Energy Secretary James Schlesinger said the world may face a ""repetition"" of the oil crises of the 1970s by 1992. 

  Speaking at a conference sponsored by the Center for Strategic and International Studies Friday, the former secretary predicted that, around that time, the Organization of Petroleum Exporting Countries (OPEC) effective crude oil production capacity of 25 million barrels a day would be reached. 

  ""When demand exceeds capacity, prices will rise,"" he said. 

  The Mideast is unlikely to be able to increase its capacity without substantial investment.  Schlesinger put the figure for that investment at $32 billion.  He said the Arabian countries have been unable to get this capital infusion without an increase of oil prices to at least $24 a barrel.  Oil companies banks and international lenders, particularly the Japanese, were reluctant to commit funds in that region because of an insufficient oil price and political instability. 

  ""They will get this capital,"" he predicted, but between the time they get it and the time the facilities are built there will be some ""stringency"" in oil supply. 

  (END) Dow Jones Newswires

  March 16, 1990 14:56 ET (19:56 GMT)
",non-inflation-related,non-inflation-related,inflation-cause-dominant,non-inflation-related,non-inflation-related
12,"New Brazil President Pledges Sweeping Anti-Inflation Reform

 

  BRASILIA -AP- Fernando Collor de Mello, inaugurated today for a five-year term as Brazil's first popularly elected president in 29 years, pledged sweeping reforms to end corruption and inflation. 

  Many people were nervous about economic measures Collor de Mello has said he will announce tomorrow to slash crippling inflation, running at 2,700 pc yearly.  Banks were closed on Tuesday for three days to halt frenzied speculation, and police were called to shops that illegally increased prices. 

  Collor de Mello promised to revert the unprecedented economic crisis.  ""Inflation is enemy No. 1,"" he said. ""My presidency will wager everything on victory against this social cancer."" 

  He said Brazil would encourage modernization of the largely state-controlled economy and welcome foreign investment. 

  Expectations of a brief wage-and-price freeze, massive layoffs of federal employees and other drastic measures to cut Brazil's $31 billion budget deficit sent tremors across the nation of 150 million people. 

  Government officials ordered shop owners not to raise prices, and police visited stores that failed to heed the warning.  Some shops raised prices by as much as 150 pc. 

  (END) Dow Jones Newswires

  March 15, 1990 13:31 ET (18:31 GMT)
",inflation-related,inflation-related,inflation-related,inflation-related,inflation-related
13,"Atlanta Gas Light Files For $33,932,000 Rate Increase

 

  ATLANTA -DJ- Atlanta Gas Light Co.  said it filed proposed new rates with the Georgia Public Service Commission that would increase its annual revenues by $33,932,000, or a 3.4 pc increase in total company revenues. 

  The company said that among the reasons for the filing are increased investment in new facilities needed to serve the growth in its service area, increases in the cost of raising capital and continuing inflation. 

  The filing includes two new tariff proposals: an economic development rider designed to attract new industry and to encourage expansion of existing plants; and a seasonal rate, designed primarily to encourage the use of natural gas in drying agricultural products during the summer. 

  The company said that while it filed the rates to become effective May 1, the commission ""normally suspends rates for an additional five months to permit time for hearings to be conducted."" 

  If this procedure is followed, Atlanta Gas Light said, the new rates would go into effect Oct. 1. 

  (END) Dow Jones Newswires

  March 30, 1990 16:13 ET (21:13 GMT)
",inflation-cause-dominant,inflation-related,inflation-related,inflation-related,inflation-related
14,"Mieno &apos;Unhappy&apos; With Weakness Of Yen;No Change In BOJ Stance

 

  TOKYO -DJ- Amid growing speculation that a discount-rate increase is in the immediate future, Bank of Japan Governor Yasushi Mieno said there's no change in the central bank's basic stance of monitoring the effects of its last rate increase. 

  Speaking upon his return from a nine-day European trip, Mieno said the recent confusion in financial markets is only one of many factors that will influence the central bank's decisions on monetary policy. 

  Mieno said he was ""unhappy"" with the yen's continued weakening, which he termed speculative.  But he insisted that Japan's economic fundamentals remain very strong. 

  Mieno said ""strong, well balanced economic growth"" with stable prices is continuing in Japan.  Reiterating past statements, the central bank governor said that latent inflationary pressures remain a danger to current price stability. 

  Mieno mentioned the high price of oil, high money-supply growth and the yen's weakness as factors threatening price stability. 

  Mieno said it is difficult to understand why the yen continues to weaken against the dollar, considering the strength of the Japanese economy.  He pledged that coordinated intervention by the Group of Seven major industrialized democracies to stop the dollar's rise would continue. 

  Mieno said he couldn't comment on recent statements by G-7 central bank officials suggesting that current exchange rates were acceptable.  He said he hadn't heard any official statements to that effect, and couldn't comment on remarks made by individuals. 

  After talking with G-7 central bank officials at the Bank for International Settlements (BIS) meeting in Basel last weekend, Mieno said he believes that the central banks' commitment to coordinated intervention ""has not weakened at all."" 

  (END) Dow Jones Newswires

  March 15, 1990 08:06 ET (13:06 GMT)
",inflation-related,inflation-cause-dominant,inflation-related,inflation-cause-dominant,inflation-related
15,"Dayton Hudson Says 4th Period Net Rose 37% On 9% Sales Gain

 
   By Francine Schwadel 
   Dow Jones Staff Reporter 
 

  MINNEAPOLIS -DJ- Dayton Hudson Corp. expects to report earnings of $250 million, or $3.45 per fully diluted share, for the 14-week fourth quarter ended Feb. 3, according to Chairman and Chief Executive Kenneth A.  Macke. 

  In the 13-week period a year ago, the company earned $182 million, or $2.31 a share. The per-share figures represent a sharper rise  than net income because Dayton Hudson repurchased seven million shares. 

  Macke told Dow Jones in an interview that the expected 37% earnings increase is due to a strong performance at the company's retail units and to a credit for adjusting inventories for inflation. 

  Dayton Hudson plans to release its earnings on Thursday. 

  Macke attributed the strong showing to a 9% increase in sales to $4.48 billion from $4.1 billion a year-earlier.  But he said the fourth-quarter figures also got a boost from a credit of $31 million, or 26 cents a share, for adjusting the company's inventories for inflation.  In the year-ago quarter, such adjustments resulted in a charge of $8 million, or 6 cents a share. 

  For the 53-week fiscal year, Macke said Dayton Hudson would report record earnings of $410 million, or $5.35 a share on a fully diluted basis.  That represents a 43% increase over the $287 million, or $3.45 a share, the company earned in its previous fiscal year. 

  Sales in the latest fiscal year rose nearly 12% to $13.64 billion from $12.2 billion, he said.  He said inventory adjustments for the year resulted in a charge of less than $1 million, or less than 1 cent a share, compared with charges of $44 million, or 32 cents a share, in fiscal 1988. 

  (END) Dow Jones Newswires

  March 13, 1990 15:33 ET (20:33 GMT)
",inflation-cause-dominant,non-inflation-related,non-inflation-related,inflation-related,non-inflation-related
16,"Dollar Ends Lower In N.Y.; At 1.6780 Marks, 158.73 Yen

 

  NEW YORK -DJ- Strong buying of deutsche marks on renewed confidence in the Deutsche Bundesbank's ability to control West German inflation sent the dollar 2 pfennigs lower against the West German currency Wednesday. 

  Late in the New York trading day, the dollar was quoted at 1.6780 deutsche marks, down sharply from 1.6980 marks late yesterday in New York.  The U.S.  currency was also changing hands at 158.73 yen, below 158.95 yen in New York late yesterday.  Sterling was trading at $1.6405, higher than $1.6347 late yesterday. 

  The U.S. currency also ended the day moderately lower against the yen amid broad dollar weakness inspired by the market's bullish stance on the mark and participants' continuing focus on non-dollar dealings, traders said. 

  The mark began its surge at the beginning of the European day after the release of news on the Bundesbank's 1989 annual report, in which it pledged to maintain a strong mark as a means to help contain inflation. 

  The annual report, which suggested that the central bank was prepared to defend the mark either through intervention or by raising interest rates, relaxed market anxiety about the ramifications of monetary integration that had damped interest in the West German currency recently, participants said. 

  Typical of the market's reaction to the central bank's annual report was a comment by Carl Amendola, a vice president at Bayerische Hypotheken- und Wechsel-Bank AG in New York, who expressed confidence that ""any inflationary outburst will be handled in the most efficient manner by the Bundesbank."" 

  The report was also seen as reassurance that the central bank will have the last word on how the consequences of monetary union are managed, following the West German government's decision to apply a 1 deutsche mark-to-1 Ostmark exchange ratio more widely than the Bundesbank had recommended. 

  The Bundesbank news also served to fuel another day of strong mark gains against the yen, lending added impetus to a shift toward long mark positions in mark-yen dealings that began yesterday.  The West German currency rose to around 94.59 yen late today in New York from 93.99 yen in late Tokyo dealings and from 93.61 yen late yesterday in New York. 

  (END) Dow Jones Newswires

  April 25, 1990 17:29 ET (21:29 GMT)
",inflation-related,inflation-related,inflation-related,inflation-related,inflation-related
17,"WTD Indus Outlook - Asset Writedown -2-

 

  Bruce L. Engel, president of WTD Industries Inc. said, ""For the past five months, lumber and chip markets have not supported escalating market prices for logs, except in the most efficient mills.  Concerns for future log supplies generated by preservationist pressures may extend the log 

price escalation.   WTD will meet this challenge with reorganization of mill operations not readily able to contribute to profit margins."" 

  Slated for at least April shutdown are a chip and veneer recovery mill at Goshen, Ore., a dimension lumber mill at Junction City, Ore., and a stud mill at Valley, Wash.  These mills will be reopened if market conditions improve. 

  WTD will also defer indefinitely startup of a stud mill in Cottage Grove, Ore., and a veneer mill in Yoncalla, Ore. 

  The company plans to write down previously closed mills in Eugene and Union, Ore., and Olympia, Wash.  These mills, all relatively small-volume producers of lumber cut from large, more expensive logs, will then either be sold or liquidated in coming months.  They were closed during most of the present fiscal year. 

  Also planned for writedown will be the company's investment in its Port Westward, Ore., pulp mill project. The state of Oregon denied a permit for the proposed bleached kraft mill at the site last November and the prospect of future permitting remains uncertain, WTD said. 

  (END) Dow Jones Newswires

  April 05, 1990 09:22 ET (13:22 GMT)
",non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related
18,"Parry Doesn&apos;t Want Recession As Anti-Inflation Tactic

 
   By Hilary Stout 
   Dow Jones Staff Reporter 
 

  WASHINGTON -DJ- San Francisco Federal Reserve Bank President Robert Parry told Dow Jones that he expects inflation to be worse this year than last, but he doesn't support pushing the economy into a recession to wring inflation from the system. 

  Parry predicted that inflation will moderate from its swift pace of the first quarter, but he cautioned: ""I still think you're going to settle in at a rate that's uncomfortable and unacceptable. 

  ""One has to see at this point that inflation is going to be higher in 1990 than 1989,"" he predicted. 

  But Parry, who is known as one of the Fed's staunchest anti-inflation voices, said: ""At this point I am not willing to say we ought to aim for a recession to produce faster adjustment"" in the inflation rate. 

  ""Aiming for a recession causes a lot of pain and suffering,"" he said.  And recessions are often followed by ""a shot in the arm"" for the economy, which can spawn an inflation problem all over again, he added. 

  Parry spoke to Dow Jones a few days after the government reported that the consumer price index rose at an 8.5 pc annual rate in the first quarter, its fastest pace since the spring of 1982, when the country was emerging from a wrenching bout of double-digit inflation. Much of the winter spike stemmed from a surge in food and energy prices after a bitter cold wave wiped out crops and boosted energy use, depleting supplies. 

  Over the past 12 months, according to the government, consumer prices have risen 5.2 pc. Citing a recent retreat of energy prices from their January highs, Parry said inflation was likely to fall back below 5 pc for 1990, but he predicted the rate would be faster than the 4.6 pc pace for 1989. 

  Parry said the best recipe for curing inflation is slow, steady growth over the long haul. But he predicted that the economy's current pace of expansion will lead only to mild gains against inflation. 

  Parry forecast that the economy's inflation-adjusted growth in 1990 will be ""slightly over 2 pc,"" compared with 1989 growth of 3 pc.  But he said he ""wouldn't be upset if growth were a little lower."" 

  Two percent growth this year ""will help but it isn't going to produce any significant change in inflation,"" he explained. ""If (the economy's) potential growth is 2.5 pc to 3 pc the amount of slack that likely to result from growth a little over 2 pc is not that great."" 

  Parry estimated that growth in the first quarter could have been ""as high as 2.5 pc to 3 pc."" Next Friday, the Commerce Department will disclose its first estimate of first-quarter growth. 

  Parry does not currently vote on the policymaking Federal Open Market Committee. 

  (END) Dow Jones Newswires

  April 20, 1990 14:58 ET (18:58 GMT)
",inflation-cause-dominant,inflation-cause-dominant,inflation-related,inflation-related,inflation-related
19,"Cyprus Minerals 1st Qtr Net 65c A Shr Vs $1.96

 

  1st Quar March 31: 

   1990          1989 
   Revenues          $429,500,000  $435,800,000 
   Net income          30,100,000    81,000,000 

  Shr ern (primary) 

   Net income                .65        1.96 

  Shr ern (diluted) 

   Net income                .62        1.69 

  Cyprus Minerals Co. said the decline in its first quarter earnings was due largely to lower 1990 copper and molybdenum prices. 

  Cyprus said copper prices averaged $1.13 per pound during the first quarter of 1990, down 34 cents per pound from the first quarter of 1989. 

  Cyprus' average mine production costs for copper, including depreciation, averaged 77 cents per pound during the quarter, compared with 1989 costs of 70 cents per pound. The higher costs in 1990 primarily resulted from reduced recoveries at the Sierrita-Twin Buttes operation where milling difficulties, the results of blending ore from four different pits, were encountered during the 1989 fourth quarter and continued in early 1990. 

  The company said Sierrita's recoveries are expected to improve during the second quarter. 

  Kenneth J. Barr, Cyprus president and chief executive officer predicted that 1990 earnings would be ""good, but not record-breaking."" 

  (END) Dow Jones Newswires

  April 25, 1990 14:38 ET (18:38 GMT)
",non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related
20,"Johnson &amp; Johnson To Have 38c A Share 1st Qtr Charge

 

  NEW BRUNSWICK, N.J. -DJ- Johnson & Johnson said it would record a $125 million, or 38 cents a share, non-recurring charge against first-quarter net earnings ""due to the severe economic turmoil, inflation, exorbitantly high and volatile interest rates, and deteriorating business conditions in certain Latin American countries."" 

  The charge, composed of a number of separate actions, includes a provision for the write-off and planned restructuring of several Johnson & Johnson subsidiaries in certain Latin American countries, principally Argentina, and a provision for the additional interest associated with the company's Argentine debt, which has since been liquidated. 

  In a press release, the company said the charge also includes a provision to recognize the adverse impact of the recent monetary restrictions imposed in Brazil.  Johnson & Johnson's Brazilian operations have a strong presence in their respective markets, and are unaffected by the restructuring program, Johnson & Johnson said. 

  Johnson & Johnson didn't say specifically what earnings it expects to report for the lastest fourth quarter. 

  In the year-ago period, the company reported net income of $317 million, or 95 cents a share. 

  It said it will announce first-quarter financial results on April 26. 

  -0- 

  The company , didn't offer comment in a prepared statement on how overall first-quarter results will compare with year-ago figures. A company spokesman said he wouldn't speculate about such a comparison. 

  The spokesman said Canada and all of Latin America accounted for $1.2 billion of 1989 sales. The company doesn't provide a more detailed breakdown. 

  (END) Dow Jones Newswires

  April 11, 1990 16:27 ET (20:27 GMT)
",inflation-related,inflation-related,non-inflation-related,inflation-related,inflation-related
21,"Bank Of Japan Warns Land Prices Could Turn Lower

 

  TOKYO -DJ- The steady rise in Japanese land prices in the late 1980s could turn around and trigger widespread financial problems, the Bank of Japan warned. 

  History doesn't bear out a view common among individuals as well as corporations in Japan ""that land prices will keep climbing and never decline,"" the central bank cautioned in a report.  Despite contrary examples, that sense of inevitability is driving economic decisions and poses a risk to the economy. 

  The Bank of Japan urged legal and tax reforms to eliminate incentives for property speculation and encourage more efficient land use.  In the meantime, it said, finanicial institutions must be monitored closely to insure that a tumble in land prices doesn't lead to turbulence in the financial system and undermine the value of the currency. 

  Scarcity is typically cited as the basic factor underlying high Japaness land prices. ""But more fundamentally, institutional factors such as the tax and legal systems seem to work to push up land prices by inhibiting the more efficient utilization of land,"" the Bank of Japan said. 

  Cases in the U.S. and the U.K. show that when land prices climb steeply over a short period, they may turn lower again, adversely affecting financial institutions involved in property lending, the Bank of Japan noted. In the case of the savings and loan boondoggle in the U.S. and the secondary banking crisis in the U.K., falling land prices upset the financial system and hit lower-tier institutions and non-bank financial firms in particular. 

  While both the Bank of Japan and the Finance Ministry have instructed banks to cut back their lending for property purchases, non-bank institutions such as leasing firms have moved to fill the gap in funds. 

  (END) Dow Jones Newswires

  May 09, 1990 08:47 ET (12:47 GMT)
",non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related
22,"Japan Trading House Earnings -3-

 

  Marubeni Corp. said increased gold transactions, higher oil prices and the weaker yen helped it post a 28.6 pc gain in overall unconsolidated sales to 18.248 trillion yen for the fiscal year ended March 31, 1990, up from 14.189 trillion yen during the year-earlier period. 

  Pre-tax profits grew 11.9 pc to 50.583 billion yen, up from 45.211 billion yen during the year earlier period. 

  Net profits posted a more modest 7.9 pc gain to 16.286 billion yen from 15.097 billion yen the year before. Earnings per share edged down to 11.02 yen from 11.13 yen the year before. 

  Marubeni's gold and metals transactions posted a 69.5 pc, or 2.404-trillion-yen, rise in sales to 5.867 trillion yen from 3.462 trillion yen the year before. 

  Energy and chemical products posted the next largest gain, helped by rising oil prices, up 31.2 pc to 3.632 trillion yen from 2.769 trillion yen the year before. 

  Machinery and construction sales rose 17.9 pc to 4.516 trillion yen from 3.831 trilion yen the year before. 

  By type of transaction, purely domestic trade edged up 628.173 billion yen but the category's share of overall trade fell to 37.9 pc from 45.1 pc the year before. 

  Import and export trade rose to 18.6 pc and 17.7 pc of overall trade respectively, from 15.4 pc and 16.5 pc the year before, helped by the yen's weakness during the year in foreign exchange markets. 

  (END) Dow Jones Newswires

  May 25, 1990 10:28 ET (14:28 GMT)
",non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related,non-inflation-related
23,"Fed - Weak Growth, High Inflation -2-

 

  In April, the producer price index is expected to have risen 0.2 pc, with the index seen up 0.3 pc if food and energy prices are excluded, according to the average estimate of economists surveyed by Dow Jones Capital Markets Report. 

  A PPI report in line with market expectations would not be enough to prompt a Fed easing, says Foster of Citibank. 

  Before the Fed will seriously consider an easing move, the inflation data ""would have to show a bouncing off from the recent trend,"" says Foster. 

  But, she adds, ""with the economy showing signs of slowing, the next move will be an easing,"" although the timing is far from certain. 

  The FOMC has been deeply split recently, with some members calling for an easing in order to bolster an unstable economy and others urging a tightening as the only means of purging the economy of inflation, which has failed to abate. 

  A big question about the upcoming FOMC meeting is ""just how far the more hawkish members are willing to push the fear-of-inflation scenario if the real sector is not showing the kind of strength"" that would threaten to push inflation higher, says Engler of Chemical Bank.  ""It will be interesting to see if they hold the line on their anti-inflation bias."" 

  A once-dormant factor that has moved to the forefront in terms of monetary policy is the federal budget deficit, which is expected to be so far out of line with the Gramm-Rudman targets that congressional leaders and the President have agreed to sit down and discuss plans to reduce it significantly. 

  The planned budget summit has prompted so much enthusiasm that some market participants say it alone is reason to consider an easing. 

  ""The Fed would like nothing more than a grand compromise"" that resulted in a reduced deficit, says Johnson of First Chicago. 

  ""If the Fed were sure they would get one, they would be more inclined to ease.  But they are a long way from assuming that anything will get done,"" he says. 

  If Congress and the administration ""agree on a plan that was convincing, with increased taxes and spending cuts, at some point the Fed would have to follow with an easing of policy, especially if the plan was put in place with an economy that was weak,"" says Engler. 

  But given the persistence of the deficit, and the repeated failure to successfully deal with it which has resulted in a justified skepticism by market participants, ""it would have to be a done deal"" before the Fed would consider responding with a change in policy, Engler contends. 

  (END) Dow Jones Newswires

  May 10, 1990 16:02 ET (20:02 GMT)
",inflation-cause-dominant,inflation-cause-dominant,inflation-related,inflation-related,inflation-related
